ID	LABEL	SubClass Of	ID	LABEL	SubClass Of
MOP:0004239	S-phthalylation	phthalylation			
MOP:0004240	S-propionylation	propionylation			
MOP:0004241	S-pyruvoylation	pyruvoylation			
MOP:0004242	S-retinoylation	retinoylation			
MOP:0004243	S-sialoylation	sialoylation			
MOP:0004244	S-3-carboxypropanoylation	3-carboxypropanoylation			
MOP:0004245	S-trienoylation	trienoylation			
MOP:0004246	S-anilinocarbonylation	anilinocarbonylation			
MOP:0004247	S-pteroylation	pteroylation			
MOP:0004248	S-3-carboxyprop-2-enoylation	3-carboxyprop-2-enoylation			
MOP:0004249	S-(Z)-3-carboxyprop-2-enoylation	(Z)-3-carboxyprop-2-enoylation			
MOP:0004250	S-(E)-3-carboxyprop-2-enoylation	(E)-3-carboxyprop-2-enoylation			
MOP:0004251	S-2,6-dichlorobenzoylation	2,6-dichlorobenzoylation			
MOP:0004252	S-alpha-muramylation	alpha-muramylation			
MOP:0004253	S-beta-muramylation	beta-muramylation			
MOP:0004254	S-dihydrolipoylation	dihydrolipoylation			
MOP:0004255	S-sinapoylation	sinapoylation			
MOP:0004256	S-carboxyacetylation	carboxyacetylation			
MOP:0004257	S-divalent carboacylation	divalent carboacylation			
MOP:0004258	S-aspartoylation	aspartoylation			
MOP:0004259	S-L-aspartoylation	L-aspartoylation			
MOP:0004260	S-D-aspartoylation	D-aspartoylation			
MOP:0004261	S-citraconoylation	citraconoylation			
MOP:0004262	S-glutamoylation	glutamoylation			
MOP:0004263	S-D-glutamoylation	D-glutamoylation			
MOP:0004264	S-L-glutamoylation	L-glutamoylation			
MOP:0004265	S-maloylation	maloylation			
MOP:0004266	S-phthaloylation	phthaloylation			
MOP:0004267	S-succinylation	succinylation			
MOP:0004268	S-butenedioylation	butenedioylation			
MOP:0004269	S-fumaroylation	fumaroylation			
MOP:0004270	S-maleoylation	maleoylation			
MOP:0004271	S-hexanedioylation	hexanedioylation			
MOP:0004272	S-malonylation	malonylation			
MOP:0004273	S-ornithylation	ornithylation			
MOP:0004274	S-L-ornithylation	L-ornithylation			
MOP:0004275	S-half-cystylation	half-cystylation			
MOP:0004276	S-L-tyrosin-O(4)-ylation	L-tyrosin-O(4)-ylation			
MOP:0004277	S-L-threonin-O(3)-ylation	L-threonin-O(3)-ylation			
MOP:0004278	S-D-tyrosin-O(4)-ylation	D-tyrosin-O(4)-ylation			
MOP:0004279	S-D-threonin-O(3)-ylation	D-threonin-O(3)-ylation			
MOP:0004280	S-tyrosin-O(4)-ylation	tyrosin-O(4)-ylation			
MOP:0004281	S-threonin-O(3)-ylation	threonin-O(3)-ylation			
MOP:0004282	S-oxalylation	oxalylation			
MOP:0004283	S-fumagillin-2-ylation	fumagillin-2-ylation			
MOP:0004284	S-acetoacetylation	acetoacetylation			
MOP:0004285	S-alpha-linolenoylation	alpha-linolenoylation			
MOP:0004286	S-gamma-linolenoylation	gamma-linolenoylation			
MOP:0004287	S-carbamimidoylation	carbamimidoylation			
MOP:0004288	S-formimidoylation	formimidoylation			
MOP:0004289	S-trifluoroacetylation	trifluoroacetylation			
MOP:0004290	S-carboxymethylation	carboxymethylation			
MOP:0004291	S-methylenecarbonylation	methylenecarbonylation			
MOP:0004292	S-N-hydroxyacetimidoylation	N-hydroxyacetimidoylation			
MOP:0004293	S-acryloylation	acryloylation			
MOP:0004294	S-tert-butoxycarbonylation	tert-butoxycarbonylation			
MOP:0004295	S-sulfanediylation	sulfanediylation			
MOP:0004296	S-phenylsulfanylation	phenylsulfanylation			
MOP:0004297	S-methylsulfanylation	methylsulfanylation			
MOP:0004298	S-sulfaniumylation	sulfaniumylation			
MOP:0004299	S-disulfanidylation	disulfanidylation			
MOP:0004300	S-disulfanediylation	disulfanediylation			
MOP:0004301	S-disulfanylation	disulfanylation			
MOP:0004302	S-tetrasulfanylation	tetrasulfanylation			
MOP:0004303	S-tetrasulfanediylation	tetrasulfanediylation			
MOP:0004304	S-trisulfanylation	trisulfanylation			
MOP:0004305	S-trisulfanediylation	trisulfanediylation			
MOP:0004306	S-pentasulfanylation	pentasulfanylation			
MOP:0004307	S-diselanylation	diselanylation			
MOP:0004308	S-tellanylation	tellanylation			
MOP:0004309	S-tellanediylation	tellanediylation			
MOP:0004310	S-tellaniumylation	tellaniumylation			
MOP:0004311	S-ditellanylation	ditellanylation			
MOP:0004312	S-amidylation	amidylation			
MOP:0004313	S-azanediylation	azanediylation			
MOP:0004314	S-2-aminoethylation	2-aminoethylation			
MOP:0004315	S-4-aminobutylation	4-aminobutylation			
MOP:0004316	S-azanetriylation	azanetriylation			
MOP:0004317	S-hydrazine-1,2-diylation	hydrazine-1,2-diylation			
MOP:0004318	S-diazyn-1-ium-1-ylation	diazyn-1-ium-1-ylation			
MOP:0004319	S-phosphanetriylation	phosphanetriylation			
MOP:0004320	S-phosphanediylation	phosphanediylation			
MOP:0004321	S-phosphanylation	phosphanylation			
MOP:0004322	S-lambda(5)-phosphanylation	lambda(5)-phosphanylation			
MOP:0004323	S-phosphaniumylation	phosphaniumylation			
MOP:0004324	S-arsanylation	arsanylation			
MOP:0004325	S-arsanediylation	arsanediylation			
MOP:0004326	S-arsanetriylation	arsanetriylation			
MOP:0004327	S-arsaniumylation	arsaniumylation			
MOP:0004328	S-lambda(5)-arsanylation	lambda(5)-arsanylation			
MOP:0004329	S-stibaniumylation	stibaniumylation			
MOP:0004330	S-lambda(5)-stibanylation	lambda(5)-stibanylation			
MOP:0004331	S-boranylation	boranylation			
MOP:0004332	S-boranetriylation	boranetriylation			
MOP:0004333	S-boranediylation	boranediylation			
MOP:0004334	S-boranuidylation	boranuidylation			
MOP:0004335	S-germylation	germylation			
MOP:0004336	S-germanediylation	germanediylation			
MOP:0004337	S-germanetetraylation	germanetetraylation			
MOP:0004338	S-germanetriylation	germanetriylation			
MOP:0004339	S-silylation	silylation			
MOP:0004340	S-silanediylation	silanediylation			
MOP:0004341	S-silanetriylation	silanetriylation			
MOP:0004342	S-silanetetraylation	silanetetraylation			
MOP:0004343	S-disilanylation	disilanylation			
MOP:0004344	S-alumanylation	alumanylation			
MOP:0004345	S-stannylation	stannylation			
MOP:0004346	S-stannanetriylation	stannanetriylation			
MOP:0004347	S-plumbanetriylation	plumbanetriylation			
MOP:0004348	S-plumbylation	plumbylation			
MOP:0004349	S-gallanylation	gallanylation			
MOP:0004350	S-indiganylation	indiganylation			
MOP:0004351	S-thallanylation	thallanylation			
MOP:0004352	S-phosphatidylation	phosphatidylation			
MOP:0004353	S-nucleosidylation	nucleosidylation			
MOP:0004354	S-guanosylation	guanosylation			
MOP:0004355	S-inosylation	inosylation			
MOP:0004356	S-thymidylation	thymidylation			
MOP:0004357	S-adenosylation	adenosylation			
MOP:0004358	S-5'-adenosylation	5'-adenosylation			
MOP:0004359	S-uridylation	uridylation			
MOP:0004360	S-cytidylation	cytidylation			
MOP:0004361	S-dolichylation	dolichylation			
MOP:0004362	S-2-trans,6-trans-farnesylation	2-trans,6-trans-farnesylation			
MOP:0004363	S-margarylation	margarylation			
MOP:0004364	S-methylation	methylation			
MOP:0004365	S-methanetetraylation	methanetetraylation			
MOP:0004366	S-methanetriylation	methanetriylation			
MOP:0004367	S-trichloromethylation	trichloromethylation			
MOP:0004368	S-trifluoromethylation	trifluoromethylation			
MOP:0004369	S-alkylation	alkylation			
MOP:0004370	S-butylation	butylation			
MOP:0004371	S-cerylation	cerylation			
MOP:0004372	S-decylation	decylation			
MOP:0004373	S-dodecylation	dodecylation			
MOP:0004374	S-heptylation	heptylation			
MOP:0004375	S-hexylation	hexylation			
MOP:0004376	S-myricylation	myricylation			
MOP:0004377	S-myristylation	myristylation			
MOP:0004378	S-nonylation	nonylation			
MOP:0004379	S-octylation	octylation			
MOP:0004380	S-palmitylation	palmitylation			
MOP:0004381	S-pentylation	pentylation			
MOP:0004382	S-propylation	propylation			
MOP:0004383	S-stearylation	stearylation			
MOP:0004384	S-isopropylation	isopropylation			
MOP:0004385	S-ethylation	ethylation			
MOP:0004386	S-isobutylation	isobutylation			
MOP:0004387	S-pentan-2-ylation	pentan-2-ylation			
MOP:0004388	S-isopentylation	isopentylation			
MOP:0004389	S-3-methylbutan-2-ylation	3-methylbutan-2-ylation			
MOP:0004390	S-tert-pentylation	tert-pentylation			
MOP:0004391	S-neopentylation	neopentylation			
MOP:0004392	S-undecylation	undecylation			
MOP:0004393	S-tridecylation	tridecylation			
MOP:0004394	S-pentadecylation	pentadecylation			
MOP:0004395	S-nonadecylation	nonadecylation			
MOP:0004396	S-arachidylation	arachidylation			
MOP:0004397	S-henicosylation	henicosylation			
MOP:0004398	S-behenylation	behenylation			
MOP:0004399	S-tricosylation	tricosylation			
MOP:0004400	S-lignocerylation	lignocerylation			
MOP:0004401	S-pentacosylation	pentacosylation			
MOP:0004402	S-heptacosylation	heptacosylation			
MOP:0004403	S-montanylation	montanylation			
MOP:0004404	S-nonacosylation	nonacosylation			
MOP:0004405	S-sec-butylation	sec-butylation			
MOP:0004406	S-tert-butylation	tert-butylation			
MOP:0004407	S-pentan-3-ylation	pentan-3-ylation			
MOP:0004408	S-2-chloroethylation	2-chloroethylation			
MOP:0004409	S-1-chloroethylation	1-chloroethylation			
MOP:0004410	S-hydrocarbylation	hydrocarbylation			
MOP:0004411	S-arylation	arylation			
MOP:0004412	S-phenylation	phenylation			
MOP:0004413	S-biphenyl-4-ylation	biphenyl-4-ylation			
MOP:0004414	S-naphthylation	naphthylation			
MOP:0004415	S-1-naphthylation	1-naphthylation			
MOP:0004416	S-2-naphthylation	2-naphthylation			
MOP:0004417	S-cycloalkylation	cycloalkylation			
MOP:0004418	S-cyclobutylation	cyclobutylation			
MOP:0004419	S-cyclopropylation	cyclopropylation			
MOP:0004420	S-alkenylation	alkenylation			
MOP:0004421	S-oleylation	oleylation			
MOP:0004422	S-allylation	allylation			
MOP:0004423	S-isopropenylation	isopropenylation			
MOP:0004424	S-vinylation	vinylation			
MOP:0004425	S-prenylation	prenylation			
MOP:0004426	S-phytylation	phytylation			
MOP:0004427					
MOP:0004428	S-polyprenylation	polyprenylation			
MOP:0004429	S-farnesylation	farnesylation			
MOP:0004430	S-geranylation	geranylation			
MOP:0004431	S-geranylgeranylation	geranylgeranylation			
MOP:0004432	S-retinylation	retinylation			
MOP:0004433	S-adamantan-2-ylation	adamantan-2-ylation			
MOP:0004434	S-cycloalkenylation	cycloalkenylation			
MOP:0004435	S-campholenic cyclohexenylation	campholenic cyclohexenylation			
MOP:0004436	S-cyclopentadienylation	cyclopentadienylation			
MOP:0004437	S-eta(5)-cyclopentadienylation	eta(5)-cyclopentadienylation			
MOP:0004438	S-eta(1)-cyclopentadienylation	eta(1)-cyclopentadienylation			
MOP:0004439	S-ethene-1,2-diylation	ethene-1,2-diylation			
MOP:0004440	S-arachidonylation	arachidonylation			
MOP:0004441	S-benzylation	benzylation			
MOP:0004442	S-anthracen-1-ylation	anthracen-1-ylation			
MOP:0004443	S-anthracen-2-ylation	anthracen-2-ylation			
MOP:0004444	S-imidazolylation	imidazolylation			
MOP:0004445	S-imidazol-1-ylation	imidazol-1-ylation			
MOP:0004446	S-imidazol-2-ylation	imidazol-2-ylation			
MOP:0004447	S-imidazol-5-ylation	imidazol-5-ylation			
MOP:0004448	S-imidazol-4-ylation	imidazol-4-ylation			
MOP:0004449	S-furylation	furylation			
MOP:0004450	S-2-furylation	2-furylation			
MOP:0004451	S-3-furylation	3-furylation			
MOP:0004452	S-thienylation	thienylation			
MOP:0004453	S-2-thienylation	2-thienylation			
MOP:0004454	S-3-thienylation	3-thienylation			
MOP:0004455	S-adenin-9-ylation	adenin-9-ylation			
MOP:0004456	S-guanin-9-ylation	guanin-9-ylation			
MOP:0004457	S-acetimidoylation	acetimidoylation			
MOP:0004458	S-organylation	organylation			
MOP:0004459	S-organic heterocyclylation	organic heterocyclylation			
MOP:0004460	S-heteroarylation	heteroarylation			
MOP:0004461	S-4,4'-dimethoxytriphenylmethylation	4,4'-dimethoxytriphenylmethylation			
MOP:0004462	S-taurylation	taurylation			
MOP:0004463	S-triflylation	triflylation			
MOP:0004464	S-glycidylation	glycidylation			
MOP:0004465	S-sulfanylmethylation	sulfanylmethylation			
MOP:0004466	S-selanylmethylation	selanylmethylation			
MOP:0004467	S-2-carboxyethylation	2-carboxyethylation			
MOP:0004468	S-2-amino-2-oxoethylation	2-amino-2-oxoethylation			
MOP:0004469	S-3-amino-3-oxopropylation	3-amino-3-oxopropylation			
MOP:0004470	S-2-(methylsulfanyl)ethylation	2-(methylsulfanyl)ethylation			
MOP:0004471	S-4-hydroxybenzylation	4-hydroxybenzylation			
MOP:0004472	S-1H-indol-3-ylmethylation	1H-indol-3-ylmethylation			
MOP:0004473	S-1H-imidazol-4-ylmethylation	1H-imidazol-4-ylmethylation			
MOP:0004474	S-3-carbamimidamidopropylation	3-carbamimidamidopropylation			
MOP:0004475	S-hydroxymethylation	hydroxymethylation			
MOP:0004476	S-1-hydroxyethylation	1-hydroxyethylation			
MOP:0004477	S-haloalkylation	haloalkylation			
MOP:0004478	S-2-(trimethylsilyl)ethoxymethylation	2-(trimethylsilyl)ethoxymethylation			
MOP:0004479	S-acylation	acylation			
MOP:0004480	S-organoheterylation	organoheterylation			
MOP:0004481	S-oxalosulfanylation	oxalosulfanylation			
MOP:0004482	S-organosilylation	organosilylation			
MOP:0004483	S-trimethylsilylation	trimethylsilylation			
MOP:0004484	S-triisopropylsilylation	triisopropylsilylation			
MOP:0004485	S-tert-butyldiphenylsilylation	tert-butyldiphenylsilylation			
MOP:0004486	S-tert-butyldimethylsilylation	tert-butyldimethylsilylation			
MOP:0004487	S-thioacylation	thioacylation			
MOP:0004488	S-carbothioacylation	carbothioacylation			
MOP:0004489	S-univalent carbothioacylation	univalent carbothioacylation			
MOP:0004490	S-divalent carbothioacylation	divalent carbothioacylation			
MOP:0004491	S-carbonimidoylation	carbonimidoylation			
MOP:0004492	S-thiocarbonylation	thiocarbonylation			
MOP:0004493	S-(fluoren-9-ylmethoxy)carbonylation	(fluoren-9-ylmethoxy)carbonylation			
MOP:0004494	S-carbonylation	carbonylation			
MOP:0004495	S-cytosin-1-ylation	cytosin-1-ylation			
MOP:0004496	S-thymin-1-ylation	thymin-1-ylation			
MOP:0004497	S-uracil-1-ylation	uracil-1-ylation			
MOP:0004498	S-morpholin-4-ylsulfonylation	morpholin-4-ylsulfonylation			
MOP:0004499	S-acetohydrazonoylation	acetohydrazonoylation			
MOP:0004500	S-2-hydroxyethylation	2-hydroxyethylation			
MOP:0004501	S-aminosulfinylation	aminosulfinylation			
MOP:0004502	S-disiloxanylation	disiloxanylation			
MOP:0004503	S-disiloxane-1,3-diylation	disiloxane-1,3-diylation			
MOP:0004504	S-azinoylation	azinoylation			
MOP:0004505	S-azonoylation	azonoylation			
MOP:0004506	S-phosphorothioylation	phosphorothioylation			
MOP:0004507	S-phosphonothioylation	phosphonothioylation			
MOP:0004508	S-arsonoylation	arsonoylation			
MOP:0004509	S-arsinoylation	arsinoylation			
MOP:0004510	S-stiborylation	stiborylation			
MOP:0004511	S-sulfamoylation	sulfamoylation			
MOP:0004512	S-S-aminosulfinimidoylation	S-aminosulfinimidoylation			
MOP:0004513	S-S-aminosulfonimidoylation	S-aminosulfonimidoylation			
MOP:0004514	S-chlorylation	chlorylation			
MOP:0004515	S-chlorosylation	chlorosylation			
MOP:0004516	S-perchlorylation	perchlorylation			
MOP:0004517	S-bromosylation	bromosylation			
MOP:0004518	S-bromylation	bromylation			
MOP:0004519	S-perbromylation	perbromylation			
MOP:0004520	S-iodosylation	iodosylation			
MOP:0004521	S-iodylation	iodylation			
MOP:0004522	S-periodylation	periodylation			
MOP:0004523	S-fluorosylation	fluorosylation			
MOP:0004524	S-sulfonylation	sulfonylation			
MOP:0004525	S-acetoxysulfonylation	acetoxysulfonylation			
MOP:0004526	S-sulfonothioylation	sulfonothioylation			
MOP:0004527	S-sulfinothioylation	sulfinothioylation			
MOP:0004528	S-sulfonodithioylation	sulfonodithioylation			
MOP:0004529	S-trioxidanylation	trioxidanylation			
MOP:0004530	S-trioxidanediylation	trioxidanediylation			
MOP:0004531	S-heterocyclylation	heterocyclylation			
MOP:0004532	S-phosphoramidochloridoylation	phosphoramidochloridoylation			
MOP:0004533	S-S-aminosulfonodiimidoylation	S-aminosulfonodiimidoylation			
MOP:0004534	S-aminosulfanylation	aminosulfanylation			
MOP:0004535	S-sulfinylation	sulfinylation			
MOP:0004536	S-arsorylation	arsorylation			
MOP:0004537	S-azanediidylation	azanediidylation			
MOP:0004538	S-sulfinimidoylation	sulfinimidoylation			
MOP:0004539					
MOP:0004540	S-tosylation	tosylation			
MOP:0004541	S-brosylation	brosylation			
MOP:0004542	S-nosylation	nosylation			
MOP:0004544	S-indolylamination	indolylamination			
MOP:0004545	S-indol-1-ylation	indol-1-ylation			
MOP:0004546	S-indol-2-ylation	indol-2-ylation			
MOP:0004547	S-indol-3-ylation	indol-3-ylation			
MOP:0004548	S-N-oxindolylation	N-oxindolylation			
MOP:0004549	S-alkylamination	alkylamination			
MOP:0004550	S-halogenation	halogenation			
MOP:0004551	S-bromination	bromination			
MOP:0004552	S-chlorination	chlorination			
MOP:0004553	S-fluorination	fluorination			
MOP:0004554	S-iodination	iodination			
MOP:0004555	S-imination	imination			
MOP:0004556	S-nitration	nitration			
MOP:0004557	S-hydroxyamination	hydroxyamination			
MOP:0004558	S-thioxonation	thioxonation			
MOP:0004559	S-sulfonation	sulfonation			
MOP:0004560	S-selenonation	selenonation			
MOP:0005000	C-borylation	borylation			
MOP:0005001	C-methanidylation	methanidylation			
MOP:0005002	C-azaniumylation	azaniumylation			
MOP:0005003	C-formylation	formylation			
MOP:0005004	C-acetonylation	acetonylation			
MOP:0005005	C-L-cystylation	L-cystylation			
MOP:0005006	C-L-cystinylation	L-cystinylation			
MOP:0005007	C-D-cystylation	D-cystylation			
MOP:0005008	C-cystinylation	cystinylation			
MOP:0005009	C-cystylation	cystylation			
MOP:0005010	C-cysteinylation	cysteinylation			
MOP:0005011	C-L-cysteinylation	L-cysteinylation			
MOP:0005012	C-D-cysteinylation	D-cysteinylation			
MOP:0005013	C-cystein-S-ylation	cystein-S-ylation			
MOP:0005014	C-D-cystein-S-ylation	D-cystein-S-ylation			
MOP:0005015	C-L-cystein-S-ylation	L-cystein-S-ylation			
MOP:0005016	C-methionylation	methionylation			
MOP:0005017	C-L-methionylation	L-methionylation			
MOP:0005018	C-N-formyl-L-methionylation	N-formyl-L-methionylation			
MOP:0005019	C-D-methionylation	D-methionylation			
MOP:0005020	C-(R)-lipoylation	(R)-lipoylation			
MOP:0005021	C-(S)-lipoylation	(S)-lipoylation			
MOP:0005022	C-lipoylation	lipoylation			
MOP:0005023	C-(R)-dihydrolipoylation	(R)-dihydrolipoylation			
MOP:0005024	C-(S)-dihydrolipoylation	(S)-dihydrolipoylation			
MOP:0005025	C-alpha-sialoylation	alpha-sialoylation			
MOP:0005026	C-beta-sialoylation	beta-sialoylation			
MOP:0005027	C-glyceroylation	glyceroylation			
MOP:0005028	C-carboacylation	carboacylation			
MOP:0005029	C-univalent carboacylation	univalent carboacylation			
MOP:0005030	C-acetylation	acetylation			
MOP:0005031	C-alpha-aminoacylation	alpha-aminoacylation			
MOP:0005032	C-alanylation	alanylation			
MOP:0005033	C-L-alanylation	L-alanylation			
MOP:0005034	C-D-alanylation	D-alanylation			
MOP:0005035	C-alpha-aspartylation	alpha-aspartylation			
MOP:0005036	C-L-alpha-aspartylation	L-alpha-aspartylation			
MOP:0005037	C-D-alpha-aspartylation	D-alpha-aspartylation			
MOP:0005038	C-alpha-glutamylation	alpha-glutamylation			
MOP:0005039	C-L-alpha-glutamylation	L-alpha-glutamylation			
MOP:0005040	C-D-alpha-glutamylation	D-alpha-glutamylation			
MOP:0005041	C-pteroylglutamylation	pteroylglutamylation			
MOP:0005042	C-phenylalanylation	phenylalanylation			
MOP:0005043	C-L-phenylalanylation	L-phenylalanylation			
MOP:0005044	C-D-phenylalanylation	D-phenylalanylation			
MOP:0005045	C-glycylation	glycylation			
MOP:0005046	C-histidylation	histidylation			
MOP:0005047	C-L-histidylation	L-histidylation			
MOP:0005048	C-D-histidylation	D-histidylation			
MOP:0005049	C-isoleucylation	isoleucylation			
MOP:0005050	C-L-isoleucylation	L-isoleucylation			
MOP:0005051	C-D-isoleucylation	D-isoleucylation			
MOP:0005052	C-lysylation	lysylation			
MOP:0005053	C-L-lysylation	L-lysylation			
MOP:0005054	C-deoxyhypusinylation	deoxyhypusinylation			
MOP:0005055	C-D-lysylation	D-lysylation			
MOP:0005056	C-leucylation	leucylation			
MOP:0005057	C-L-leucylation	L-leucylation			
MOP:0005058	C-D-leucylation	D-leucylation			
MOP:0005059	C-asparaginylation	asparaginylation			
MOP:0005060	C-L-asparaginylation	L-asparaginylation			
MOP:0005061	C-D-asparaginylation	D-asparaginylation			
MOP:0005062	C-prolylation	prolylation			
MOP:0005063	C-L-prolylation	L-prolylation			
MOP:0005064	C-D-prolylation	D-prolylation			
MOP:0005065	C-glutaminylation	glutaminylation			
MOP:0005066	C-L-glutaminylation	L-glutaminylation			
MOP:0005067	C-D-glutaminylation	D-glutaminylation			
MOP:0005068	C-serylation	serylation			
MOP:0005069	C-L-serylation	L-serylation			
MOP:0005070	C-D-serylation	D-serylation			
MOP:0005071	C-threonylation	threonylation			
MOP:0005072	C-L-threonylation	L-threonylation			
MOP:0005073	C-D-threonylation	D-threonylation			
MOP:0005074	C-selenocysteinylation	selenocysteinylation			
MOP:0005075	C-L-selenocysteinylation	L-selenocysteinylation			
MOP:0005076	C-D-selenocysteinylation	D-selenocysteinylation			
MOP:0005077	C-valylation	valylation			
MOP:0005078	C-L-valylation	L-valylation			
MOP:0005079	C-D-valylation	D-valylation			
MOP:0005080	C-tryptophylation	tryptophylation			
MOP:0005081	C-L-tryptophylation	L-tryptophylation			
MOP:0005082	C-D-tryptophylation	D-tryptophylation			
MOP:0005083	C-tyrosylation	tyrosylation			
MOP:0005084	C-L-tyrosylation	L-tyrosylation			
MOP:0005085	C-D-tyrosylation	D-tyrosylation			
MOP:0005086	C-arginylation	arginylation			
MOP:0005087	C-L-arginylation	L-arginylation			
MOP:0005088	C-D-arginylation	D-arginylation			
MOP:0005089	C-benzoylation	benzoylation			
MOP:0005090	C-beta-aspartylation	beta-aspartylation			
MOP:0005091	C-D-beta-aspartylation	D-beta-aspartylation			
MOP:0005092	C-L-beta-aspartylation	L-beta-aspartylation			
MOP:0005093	C-biotinylation	biotinylation			
MOP:0005094	C-butyrylation	butyrylation			
MOP:0005095	C-carbamoylation	carbamoylation			
MOP:0005096	C-C-aminocarbonohydrazonoylation	C-aminocarbonohydrazonoylation			
MOP:0005097	C-2-(aminomethylidene)hydrazinylation	2-(aminomethylidene)hydrazinylation			
MOP:0005098	C-carbamoylcarbamoylation	carbamoylcarbamoylation			
MOP:0005099	C-carbamothioylation	carbamothioylation			
MOP:0005100	C-acetylazanediylation	acetylazanediylation			
MOP:0005101	C-oxamoylation	oxamoylation			
MOP:0005102	C-cholylation	cholylation			
MOP:0005103	C-enoylation	enoylation			
MOP:0005104	C-fatty-acylation	fatty-acylation			
MOP:0005105	C-arachidonoylation	arachidonoylation			
MOP:0005106	C-arachidoylation	arachidoylation			
MOP:0005107	C-behenoylation	behenoylation			
MOP:0005108	C-cerotoylation	cerotoylation			
MOP:0005109	C-decanoylation	decanoylation			
MOP:0005110	C-dodecenoylation	dodecenoylation			
MOP:0005111	C-eleostearoylation	eleostearoylation			
MOP:0005112	C-mycolylation	mycolylation			
MOP:0005113	C-nervonoylation	nervonoylation			
MOP:0005114	C-octanoylation	octanoylation			
MOP:0005115	C-palmitoleoylation	palmitoleoylation			
MOP:0005116	C-palmitoylation	palmitoylation			
MOP:0005117	C-stearoylation	stearoylation			
MOP:0005118	C-undecanoylation	undecanoylation			
MOP:0005119	C-valerylation	valerylation			
MOP:0005120	C-hexanoylation	hexanoylation			
MOP:0005121	C-heptanoylation	heptanoylation			
MOP:0005122	C-nonanoylation	nonanoylation			
MOP:0005123	C-lauroylation	lauroylation			
MOP:0005124	C-myristoylation	myristoylation			
MOP:0005125	C-docosenoylation	docosenoylation			
MOP:0005126	C-cetoleoylation	cetoleoylation			
MOP:0005127	C-erucoylation	erucoylation			
MOP:0005128	C-icosenoylation	icosenoylation			
MOP:0005129	C-gadelaidoylation	gadelaidoylation			
MOP:0005130	C-gadoleoylation	gadoleoylation			
MOP:0005131	C-gondoylation	gondoylation			
MOP:0005132	C-heptatrienoylation	heptatrienoylation			
MOP:0005133	C-trans,trans-hepta-2,4,6-trienoylation	trans,trans-hepta-2,4,6-trienoylation			
MOP:0005134	C-octadecenoylation	octadecenoylation			
MOP:0005135	C-octadec-6-enoylation	octadec-6-enoylation			
MOP:0005136	C-petroselaidoylation	petroselaidoylation			
MOP:0005137	C-petroselinoylation	petroselinoylation			
MOP:0005138	C-vaccenoylation	vaccenoylation			
MOP:0005139	C-cis-vaccenoylation	cis-vaccenoylation			
MOP:0005140	C-trans-vaccenoylation	trans-vaccenoylation			
MOP:0005141	C-octadec-9-enoylation	octadec-9-enoylation			
MOP:0005142	C-oleoylation	oleoylation			
MOP:0005143	C-elaidoylation	elaidoylation			
MOP:0005144	C-margaroylation	margaroylation			
MOP:0005145	C-melissoylation	melissoylation			
MOP:0005146	C-myristoleoylation	myristoleoylation			
MOP:0005147	C-obtusiloylation	obtusiloylation			
MOP:0005148	C-lignoceroylation	lignoceroylation			
MOP:0005149	C-linoleoylation	linoleoylation			
MOP:0005150	C-parinaroylation	parinaroylation			
MOP:0005151	C-cis-parinaroylation	cis-parinaroylation			
MOP:0005152	C-trans-parinaroylation	trans-parinaroylation			
MOP:0005153	C-gamma-glutamylation	gamma-glutamylation			
MOP:0005154	C-L-gamma-glutamylation	L-gamma-glutamylation			
MOP:0005155	C-D-gamma-glutamylation	D-gamma-glutamylation			
MOP:0005156	C-glucuronosylation	glucuronosylation			
MOP:0005157	C-D-glucuronoylation	D-glucuronoylation			
MOP:0005158	C-glyceroyl 2,3-dihydroxypropanoylation	glyceroyl 2,3-dihydroxypropanoylation			
MOP:0005159	C-glycerylation	glycerylation			
MOP:0005160	C-glycidoyl 2,3-epoxypropanoylation	glycidoyl 2,3-epoxypropanoylation			
MOP:0005161	C-glycoloylation	glycoloylation			
MOP:0005162	C-glycosylation	glycosylation			
MOP:0005163	C-galactosylation	galactosylation			
MOP:0005164	C-beta-D-galactosylation	beta-D-galactosylation			
MOP:0005165	C-alpha-L-fucosyl-1,2-beta-D-galactosylation	alpha-L-fucosyl-1,2-beta-D-galactosylation			
MOP:0005166	C-alpha-N-acetylneuraminyl-2,3-beta-D-galactosylation	alpha-N-acetylneuraminyl-2,3-beta-D-galactosylation			
MOP:0005167	C-alpha-N-acetylneuraminyl-2,8-alpha-N-acetylneuraminyl-2,3-beta-D-galactosylation	alpha-N-acetylneuraminyl-2,8-alpha-N-acetylneuraminyl-2,3-beta-D-galactosylation			
MOP:0005168					
MOP:0005169	C-glucosylation	glucosylation			
MOP:0005170	C-D-galactosyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosylation	D-galactosyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosylation			
MOP:0005171	C-D-galactosyl-1,4beta-D-glucosylation	D-galactosyl-1,4beta-D-glucosylation			
MOP:0005172					
MOP:0005173	C-alpha-glucosylation	alpha-glucosylation			
MOP:0005174	C-beta-glucosylation	beta-glucosylation			
MOP:0005175	C-D-galactosyl-(1->4)-beta-D-glucosylation	D-galactosyl-(1->4)-beta-D-glucosylation			
MOP:0005176	C-glycosaminylation	glycosaminylation			
MOP:0005177	C-galactosaminylation	galactosaminylation			
